"filename", "language", "JSON", "JSON with Comments", "HTML", "TypeScript", "SCSS", "JavaScript", "Markdown", "XML", "YAML", "comment", "blank", "total"
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\app\views\widgets\routes.ts", "TypeScript", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\app\views\widgets\widgets-brand\widgets-brand.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\app\views\widgets\widgets-brand\widgets-brand.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\app\views\widgets\widgets-brand\widgets-brand.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\app\views\widgets\widgets-brand\widgets-brand.component.ts", "TypeScript", 0, 0, 0, 105, 0, 0, 0, 0, 0, 1, 7, 113
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\app\views\widgets\widgets-dropdown\widgets-dropdown.component.html", "HTML", 0, 0, 111, 0, 0, 0, 0, 0, 0, 3, 2, 116
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\app\views\widgets\widgets-dropdown\widgets-dropdown.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\app\views\widgets\widgets-dropdown\widgets-dropdown.component.spec.ts", "TypeScript", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 7, 37
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\app\views\widgets\widgets-dropdown\widgets-dropdown.component.ts", "TypeScript", 0, 0, 0, 241, 0, 0, 0, 0, 0, 6, 17, 264
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\app\views\widgets\widgets-e\widgets-e.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\app\views\widgets\widgets-e\widgets-e.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\app\views\widgets\widgets-e\widgets-e.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\app\views\widgets\widgets-e\widgets-e.component.ts", "TypeScript", 0, 0, 0, 128, 0, 0, 0, 0, 0, 1, 13, 142
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\app\views\widgets\widgets\widgets.component.html", "HTML", 0, 0, 341, 0, 0, 0, 0, 0, 0, 0, 3, 344
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\app\views\widgets\widgets\widgets.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\app\views\widgets\widgets\widgets.component.spec.ts", "TypeScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 7, 39
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\app\views\widgets\widgets\widgets.component.ts", "TypeScript", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 3, 24
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\assets\brand\coreui-angular-white.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 1, 42
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\assets\brand\coreui-angular.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 1, 42
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\assets\brand\coreui-base-white.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 1, 25
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\assets\brand\coreui-base.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 1, 25
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\assets\brand\coreui-signet-white.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\assets\brand\coreui-signet.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\components\docs-callout\docs-callout.component.html", "HTML", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\components\docs-callout\docs-callout.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\components\docs-callout\docs-callout.component.spec.ts", "TypeScript", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 6, 27
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\components\docs-callout\docs-callout.component.ts", "TypeScript", 0, 0, 0, 28, 0, 0, 0, 0, 0, 1, 9, 38
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\components\docs-example\docs-example.component.html", "HTML", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 20
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\components\docs-example\docs-example.component.scss", "SCSS", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\components\docs-example\docs-example.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 1, 26
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\components\docs-example\docs-example.component.ts", "TypeScript", 0, 0, 0, 45, 0, 0, 0, 0, 0, 2, 11, 58
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\components\docs-link\docs-link.component.html", "HTML", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\components\docs-link\docs-link.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\components\docs-link\docs-link.component.spec.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 6, 26
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\components\docs-link\docs-link.component.ts", "TypeScript", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 7, 28
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\components\index.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\components\public-api.ts", "TypeScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\declarations.d.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\environments\environment.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 7
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\index.html", "HTML", 0, 0, 25, 0, 0, 0, 0, 0, 0, 7, 1, 33
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\main.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5, 10
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\scss\_charts.scss", "SCSS", 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 2, 8
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\scss\_custom.scss", "SCSS", 0, 0, 0, 0, 8, 0, 0, 0, 0, 5, 5, 18
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\scss\_examples.scss", "SCSS", 0, 0, 0, 0, 90, 0, 0, 0, 0, 6, 20, 116
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\scss\_fixes.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 5
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\scss\_scrollbar.scss", "SCSS", 0, 0, 0, 0, 19, 0, 0, 0, 0, 5, 7, 31
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\scss\_theme.scss", "SCSS", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 13, 65
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\scss\styles.scss", "SCSS", 0, 0, 0, 0, 7, 0, 0, 0, 0, 9, 8, 24
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\src\test.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 2, 3, 16
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\tsconfig.app.json", "JSON", 20, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 22
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\tsconfig.json", "JSON with Comments", 0, 37, 0, 0, 0, 0, 0, 0, 0, 1, 1, 39
"d:\Carlos\Semestre1-2025Apuntes\Ingenieria_software_1\proy\SW1Frontend\tsconfig.spec.json", "JSON", 20, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 22
"Total", "-", 15093, 37, 2013, 3518, 223, 43, 607, 162, 53, 193, 1086, 23028
